Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Sound Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
laseroid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,Fluorescent,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody06_Remake_0_0,0_0,14060,TfJzAoKKah2XtstCg
laseroid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Orange,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,Fluorescent,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody06_Remake_1_0,1_0,14060,dcD6eb3GLPoAHWD3i
laseroid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,Fluorescent,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody06_Remake_2_0,2_0,14060,TZThNwk4MZEJ6QcRN
laseroid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,Fluorescent,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody06_Remake_3_0,3_0,14060,YxheX9JpfrYA9XGk2
laseroid,,Silver,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,Fluorescent,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody06_Remake_4_0,4_0,14060,y2NfpzKhnwhMmg7KY
oinkoid,,Beige,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody10_Remake_0_0,0_0,14064,CvNnWjCvnDJaTn8NL
oinkoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody10_Remake_1_0,1_0,14064,XkPAZ2ZPwwj9qjEcj
oinkoid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody10_Remake_2_0,2_0,14064,TYq3Sy3J6BiSYnGg9
oinkoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody10_Remake_3_0,3_0,14064,dYSvLEQvhfysTyqZ7
oinkoid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Red,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody10_Remake_4_0,4_0,14064,G7NZZTHmyBbiaq4N8
oinkoid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody10_Remake_5_0,5_0,14064,Tfj8TThfSfoht39xy
petaloid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody13_Remake_0_0,0_0,14067,eT455JwgBZ96y2PpL
petaloid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Beige,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody13_Remake_1_0,1_0,14067,bTNGy796xgNJFBK44
petaloid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody13_Remake_2_0,2_0,14067,BCnbn4NgpFyosNjzS
petaloid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody13_Remake_3_0,3_0,14067,nYsxTGJ8x8ch4sfHt
petaloid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody13_Remake_4_0,4_0,14067,xx4YpiQEoW3QLTDHi
petaloid,,Purple,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Purple,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody13_Remake_5_0,5_0,14067,daHiapjHoRfAg5q89
petaloid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Beige,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody13_Remake_6_0,6_0,14067,okcZ7zr7HNiZnGMPT
rattloid,,Red,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Red,Orange,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash03_Remake_0_0,0_0,14101,8fJBG54PLzNR7eNwT
rattloid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash03_Remake_1_0,1_0,14101,YZvg2phjfBH3K6H49
rattloid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash03_Remake_2_0,2_0,14101,uShTToJcco2N3Fw4u
rattloid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,White,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash03_Remake_3_0,3_0,14101,GbrCHWpKxigRRw3sx
rattloid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash03_Remake_4_0,4_0,14101,bS6i5MmvfLPJrRyXN
rattloid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Black,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash03_Remake_5_0,5_0,14101,RJE9WXB6HxcydqsDT
ringoid,,Red,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Red,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody09_Remake_0_0,0_0,14063,dTPEbXWszDXsYJPYE
ringoid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Beige,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody09_Remake_1_0,1_0,14063,4zYMSwioGjc9g59MJ
ringoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,White,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody09_Remake_2_0,2_0,14063,3vMtcnGjgDJfDFSqC
ringoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody09_Remake_3_0,3_0,14063,8BQcnoj9AdBwM3J3B
ringoid,,Purple,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Purple,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody09_Remake_4_0,4_0,14063,A4krXyNkJb849WX8z
ringoid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody09_Remake_5_0,5_0,14063,qRnR2wqxJzdaEwEXE
rumbloid,,Purple,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Purple,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick01_Remake_0_0,0_0,14081,vjMiNcLibjYECkxkq
rumbloid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick01_Remake_1_0,1_0,14081,LMiF4qrxGBsa7YPFG
rumbloid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick01_Remake_2_0,2_0,14081,y6ugmmeCGHhrpku2N
rumbloid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick01_Remake_3_0,3_0,14081,MMGyK7b3mm6GMZBTH
rumbloid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick01_Remake_4_0,4_0,14081,jTBhNGbMyJT25JcFW
rumbloid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Orange,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick01_Remake_5_0,5_0,14081,SnXZijYWJPyywzceB
rumbloid,,Gray,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick01_Remake_6_0,6_0,14081,ziF4XCu4d6AuHnxrR
scatteroid,,Light brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Orange,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat00_Remake_0_0,0_0,14092,uqdcnDFeKLM3agHpj
scatteroid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Red,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat00_Remake_1_0,1_0,14092,c8gD5b5bJumYEvjJh
scatteroid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat00_Remake_2_0,2_0,14092,mDhHB5jRyYW583Ds8
scatteroid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat00_Remake_3_0,3_0,14092,uZhmStH2rYAipTGw6
scatteroid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat00_Remake_4_0,4_0,14092,4LBKu9CfFnmuCWF9f
spikenoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat01_Remake_0_0,0_0,14093,7wqLb9iDPfxNPCQ7J
spikenoid,,Orange,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Orange,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat01_Remake_1_0,1_0,14093,fpWbxosn7wCN7D69x
spikenoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat01_Remake_2_0,2_0,14093,qRynut9Adq235zZNf
spikenoid,,Light green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Orange,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat01_Remake_3_0,3_0,14093,gGZdx5ewXg4y7H5h3
spikenoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Blue,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat01_Remake_4_0,4_0,14093,qDPHppg6AHoCtXoxg
spikenoid,,Camel,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat01_Remake_5_0,5_0,14093,hsERyTLqcNS9Q9vFS
spikenoid,,Gray,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat01_Remake_6_0,6_0,14093,fobHgEXsH5jZHTbAM
sproingoid,,Camel,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare01_Remake_0_0,0_0,14087,izp6P8ee5aoQDoDtj
sproingoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare01_Remake_1_0,1_0,14087,QQtuywNY4nKtwuyXR
sproingoid,,Red,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Red,Red,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare01_Remake_2_0,2_0,14087,gzmYYERemNzmgS4jo
sproingoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Blue,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare01_Remake_3_0,3_0,14087,L96gQcAnqNFzA7kQZ
squeakoid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Colorful,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody07_Remake_0_0,0_0,14061,eYCP55udxWgnRCuNH
squeakoid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Colorful,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody07_Remake_1_0,1_0,14061,unhzZtbYT7eecDwLv
squeakoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody07_Remake_2_0,2_0,14061,tahFmnPKvGPPivbfy
squeakoid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody07_Remake_3_0,3_0,14061,SmYTnQkSYc7n3WLLs
squeakoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody07_Remake_4_0,4_0,14061,GnhxiXe9qGT3cgn5L
squeezoid,,Beige,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Beige,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat02_Remake_0_0,0_0,14094,SGpxaN9kgJpZ2hba7
squeezoid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat02_Remake_1_0,1_0,14094,WrWB42QYBEMsaxGaR
squeezoid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat02_Remake_2_0,2_0,14094,28KjoqrjgtpKs9PdN
squeezoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat02_Remake_3_0,3_0,14094,EmAhuAb3RWdnnWPcr
squeezoid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,White,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat02_Remake_4_0,4_0,14094,xXAgKWMoxgmc9ExLA
squeezoid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Black,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat02_Remake_5_0,5_0,14094,JdKRPgvRE4MKKzwkX
stelloid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash01_Remake_0_0,0_0,14099,Ju5Lizt89WDsngGXg
stelloid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash01_Remake_1_0,1_0,14099,c6dspWAnLKbhTWmQ7
stelloid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Blue,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash01_Remake_2_0,2_0,14099,XEeNcKzHy3puyiwcM
stelloid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash01_Remake_3_0,3_0,14099,JDiZmMYwd8EN8rCpB
stelloid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash01_Remake_4_0,4_0,14099,99n8GEX2zCEkaPqjc
thwopoid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick00_Remake_0_0,0_0,14080,RkSNMk3vQqZPMxnTd
thwopoid,,Beige,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Orange,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick00_Remake_1_0,1_0,14080,hoPPafWBSt4dFPqww
thwopoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick00_Remake_2_0,2_0,14080,xB9xcd3YbgkeTyHxs
thwopoid,,Gray,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Kick,Not for sale,2.0.0,Yes,FtrHaniwaKick00_Remake_3_0,3_0,14080,k9qheXA3nekhxK7qN
tockoid,,Pop,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Red,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody08_Remake_0_0,0_0,14062,vgkd37jWYPAuTf45e
tockoid,,Natural,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody08_Remake_1_0,1_0,14062,Fo8YKMc7tve2xEEFb
tockoid,,Cool,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody08_Remake_2_0,2_0,14062,tar6Q5dianc9z7tWE
tockoid,,Cute,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody08_Remake_3_0,3_0,14062,yoqhTXby3wpDPN3Wg
tockoid,,Chic,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Black,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody08_Remake_4_0,4_0,14062,g86Kc4SgpX3MXvYcn
tremoloid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody11_Remake_0_0,0_0,14065,x3FLSndkAMvtkQDT5
tremoloid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody11_Remake_1_0,1_0,14065,292St2TCXP2e4FB6s
tremoloid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,White,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody11_Remake_2_0,2_0,14065,bsojZ7Nso77tSGNLF
